Name,Club,Age,Overall,Potential,Value,Wage,Attack Score,Efficiency,Value Efficiency,Player Level,Predicted Overall
Nicolò Manfredini,Benevento,34,66,66,150000.0,1000.0,24.33333333333333,1.0,0.00044,Average,66.18877538264545
Mario Engels,Sparta Rotterdam,28,66,66,875000.0,4000.0,66.33333333333333,1.0,7.542857142857142e-05,Average,66.26323633870336
Moutir Chajia,Como,24,66,72,1400000.0,1000.0,56.333333333333336,0.9166666666666666,4.714285714285714e-05,Average,65.81718597965735
Jesús Daniel Bueno Áñez,Philadelphia Union,23,66,72,1200000.0,2000.0,47.66666666666666,0.9166666666666666,5.5e-05,Average,65.85825932361894
Morgan Poaty,Seraing,24,66,70,1100000.0,4000.0,52.0,0.9428571428571428,6e-05,Average,65.90578028488429
Maxime Bernauer,Paris FC,24,66,73,1600000.0,2000.0,50.66666666666666,0.9041095890410958,4.125e-05,Average,65.84529662670687
Hanchao Yu,Shanghai Shenhua FC,35,66,66,350000.0,3000.0,63.333333333333336,1.0,0.0001885714285714,Average,66.12300815823266
Marco Carrasco,C.D. Universidad Católica del Ecuador,29,66,66,750000.0,500.0,50.66666666666666,1.0,8.8e-05,Average,66.24016098922675
Matheus Rossetto,Atlanta United,26,66,67,1000000.0,3000.0,61.0,0.9850746268656716,6.6e-05,Average,66.14186472978403
Valerio Mantovani,Ternana,26,66,70,1100000.0,7000.0,28.666666666666668,0.9428571428571428,6e-05,Average,65.9300123536338
Darío Poveda Romera,UD Ibiza,25,66,71,1300000.0,8000.0,67.66666666666667,0.9295774647887324,5.076923076923077e-05,Average,65.85245592882993
Andrei Vlad,FCSB (Steaua),23,66,71,1000000.0,3000.0,27.666666666666668,0.9295774647887324,6.6e-05,Average,65.914055849531
Dun Ba,Tianjin Jinmen Tiger FC,26,66,66,925000.0,3000.0,61.66666666666666,1.0,7.135135135135135e-05,Average,66.30136854666426
Pablo Iñiguez de Heredia,Villarreal Club de Fútbol B,28,66,68,850000.0,2000.0,45.333333333333336,0.9705882352941176,7.764705882352942e-05,Average,65.99088331237076
Jhonathan Ramis,Cerro Largo Fútbol Club,32,66,66,700000.0,500.0,65.0,1.0,9.428571428571429e-05,Average,66.1586843861752
Chengdong Zhang,Beijing Guoan FC,33,66,66,400000.0,5000.0,70.33333333333333,1.0,0.000165,Average,66.16689820305669
Richárd Magyar,Hammarby IF,31,66,66,575000.0,2000.0,37.0,1.0,0.0001147826086956,Average,66.23566859307164
Ja Cheol Koo,Jeju United FC,33,66,66,525000.0,3000.0,65.0,1.0,0.0001257142857142,Average,66.15947173846783
Mario Gargiulo,Modena,26,66,68,1100000.0,1000.0,58.66666666666666,0.9705882352941176,6e-05,Average,66.0002910734801
Luis Ramírez,Caracas Fútbol Club,24,66,70,1200000.0,500.0,58.333333333333336,0.9428571428571428,5.5e-05,Average,65.86684645324047
Ángel Fortuño Viñas,RCD Espanyol de Barcelona,20,66,74,1600000.0,3000.0,21.0,0.8918918918918919,4.125e-05,Average,66.01364037662353
Lander Olaetxea,Albacete BP,29,66,66,825000.0,3000.0,69.0,1.0,8e-05,Average,66.23115141032304
Phillip Menzel,SK Austria Klagenfurt,23,66,72,1100000.0,2000.0,21.0,0.9166666666666666,6e-05,Average,65.90144192236005
Raul Opruț,AFC Hermannstadt,24,66,72,1300000.0,2000.0,44.333333333333336,0.9166666666666666,5.076923076923077e-05,Average,65.8447056158083
Naouirou Ahamada,VfB Stuttgart,20,66,78,2100000.0,5000.0,55.66666666666666,0.8461538461538461,3.142857142857143e-05,Average,66.33889112174634
Chao Gu,Zhejiang Professional FC,32,66,66,425000.0,3000.0,27.0,1.0,0.000155294117647,Average,66.24045424890309
Pape Ibnou Ba,Pau FC,29,66,66,850000.0,3000.0,67.66666666666667,1.0,7.764705882352942e-05,Average,66.23340649662961
Antonios Papadopoulos,Borussia Dortmund II,22,66,75,1800000.0,1000.0,30.666666666666668,0.88,3.6666666666666666e-05,Average,66.00129546537619
Dion Charles,Bolton Wanderers,26,66,69,1100000.0,5000.0,67.0,0.9565217391304348,6e-05,Average,65.92085853101926
Christophe Psyché,Tromsø IL,33,66,66,400000.0,2000.0,44.0,1.0,0.000165,Average,66.18506671551197
Valentin Antov,AC Monza,21,66,77,1800000.0,8000.0,38.333333333333336,0.8571428571428571,3.6666666666666666e-05,Average,66.2486392819853
Soner Dikmen,İttifak Holding Konyaspor,28,66,66,750000.0,5000.0,42.66666666666666,1.0,8.8e-05,Average,66.30970833453446
Mirko Tomianovic,Royal Pari,20,66,74,1900000.0,500.0,63.0,0.8918918918918919,3.473684210526316e-05,Average,65.92542510954101
Kwang Min Ko,FC Seoul,33,66,66,450000.0,2000.0,61.333333333333336,1.0,0.0001466666666666,Average,66.15695004814546
Jhojan Valencia,Austin FC,25,66,71,1100000.0,2000.0,54.66666666666666,0.9295774647887324,6e-05,Average,65.8234433453174
José Carlos Cracco Neto,Houston Dynamo,28,66,66,775000.0,2000.0,55.0,1.0,8.516129032258064e-05,Average,66.26487825333706
Aron Sigurðarson,AC Horsens,28,66,66,850000.0,4000.0,62.66666666666666,1.0,7.764705882352942e-05,Average,66.26913796239168
Oliver Villadsen,FC Nordsjælland,20,66,75,1800000.0,3000.0,56.0,0.88,3.6666666666666666e-05,Average,66.01511764626972
Jacob Karlstrøm,Molde FK,25,66,72,1100000.0,2000.0,21.0,0.9166666666666666,6e-05,Average,65.86281918428207
Michael Duffy,Derry City,27,66,66,900000.0,1000.0,60.333333333333336,1.0,7.333333333333333e-05,Average,66.26762556319292
Juan Cornejo,CD Antofagasta,32,66,66,550000.0,2000.0,62.333333333333336,1.0,0.00012,Average,66.17494992975054
George Byers,Sheffield Wednesday,26,66,68,1100000.0,5000.0,60.66666666666666,0.9705882352941176,6e-05,Average,66.03008193639488
Christian Capone,Südtirol,23,66,74,1900000.0,12000.0,59.66666666666666,0.8918918918918919,3.473684210526316e-05,Average,65.96795775646152
Alfio Oviedo,Club Cerro Porteño,26,66,69,1100000.0,500.0,68.0,0.9565217391304348,6e-05,Average,65.88204194874339
Zakhele Lepasa,Orlando Pirates,25,66,71,1300000.0,500.0,70.0,0.9295774647887324,5.076923076923077e-05,Average,65.78667406370417
Matheus Barcelos da Silva,Santa Clara,24,66,71,1300000.0,2000.0,70.0,0.9295774647887324,5.076923076923077e-05,Average,65.81838051283543
Justin Che,TSG Hoffenheim,18,66,82,2100000.0,700.0,34.0,0.8048780487804879,3.142857142857143e-05,Average,67.0628092361911
Tatsuya Itō,1. FC Magdeburg,25,66,69,1100000.0,5000.0,52.333333333333336,0.9565217391304348,6e-05,Average,65.96409624937664
Nelson Cabrera,Club Always Ready,39,66,66,150000.0,500.0,42.333333333333336,1.0,0.00044,Average,66.05872268810472
Joel Castro Pereira,RKC Waalwijk,26,66,70,925000.0,2000.0,25.0,0.9428571428571428,7.135135135135135e-05,Average,65.8941172618336
George Moncur,Leyton Orient,28,66,66,850000.0,5000.0,63.333333333333336,1.0,7.764705882352942e-05,Average,66.27631378778725
José Bolívar,Sport Boys,22,66,73,1600000.0,500.0,60.0,0.9041095890410958,4.125e-05,Average,65.85629842603541
Iván Martínez Gonzálvez,CA Osasuna,23,66,73,1700000.0,7000.0,65.66666666666667,0.9041095890410958,3.882352941176471e-05,Average,65.88177465396717
Callum Connolly,Blackpool,24,66,71,1200000.0,3000.0,56.0,0.9295774647887324,5.5e-05,Average,65.84916283298432
Jordan Thorniley,Blackpool,25,66,72,1200000.0,4000.0,35.333333333333336,0.9166666666666666,5.5e-05,Average,65.85628324365146
Tomáš Huk,Piast Gliwice,27,66,67,850000.0,3000.0,33.0,0.9850746268656716,7.764705882352942e-05,Average,66.16775115486897
Igor Kharatin,Legia Warszawa,27,66,66,800000.0,3000.0,59.0,1.0,8.25e-05,Average,66.28600760474956
Malik Tillman,Rangers FC,20,66,83,2200000.0,10000.0,66.66666666666667,0.7951807228915663,3e-05,Average,67.26426555932639
Miro Tenho,HJK Helsinki,27,66,69,975000.0,500.0,26.666666666666668,0.9565217391304348,6.76923076923077e-05,Average,65.92975956412266
Gonzalo González,Delfín Sporting Club,28,66,66,750000.0,500.0,56.0,1.0,8.8e-05,Average,66.2507718676045
Marcus Browne,Oxford United,24,66,70,1200000.0,4000.0,60.333333333333336,0.9428571428571428,5.5e-05,Average,65.89250562279116
Youssef Chermiti,Sporting CP,18,66,79,2000000.0,2000.0,64.33333333333333,0.8354430379746836,3.3e-05,Average,66.48137638300395
Vitus Eicher,1. FC Heidenheim 1846,31,66,66,450000.0,5000.0,24.0,1.0,0.0001466666666666,Average,66.28126638103666
Dimitar Velkovski,KSV Cercle Brugge,27,66,67,900000.0,4000.0,54.66666666666666,0.9850746268656716,7.333333333333333e-05,Average,66.14082872556841
Yo Han Go,FC Seoul,34,66,66,400000.0,3000.0,61.66666666666666,1.0,0.000165,Average,66.14519835788582
Walter Araujo,Metropolitanos de Caracas FC,26,66,67,1000000.0,500.0,68.0,0.9850746268656716,6.6e-05,Average,66.10978686897067
Kamil Drygas,Pogoń Szczecin,30,66,66,825000.0,3000.0,65.66666666666667,1.0,8e-05,Average,66.21727784794732
Dairon Asprilla,Portland Timbers,30,66,66,825000.0,3000.0,68.66666666666667,1.0,8e-05,Average,66.21238382195037
Peter Kioso,Rotherham United,22,66,73,1600000.0,4000.0,51.0,0.9041095890410958,4.125e-05,Average,65.89990235757492
Thomas Meißner,F.C. Hansa Rostock,31,66,66,575000.0,4000.0,36.66666666666666,1.0,0.0001147826086956,Average,66.25273914719435
Sidy Sarr,GD Chaves,26,66,70,1100000.0,2000.0,64.0,0.9428571428571428,6e-05,Average,65.83105466936215
Julius Kade,SG Dynamo Dresden,23,66,73,1700000.0,3000.0,54.333333333333336,0.9041095890410958,3.882352941176471e-05,Average,65.86720964970951
Adil Auassar,Sparta Rotterdam,35,66,66,230000.0,2000.0,64.66666666666667,1.0,0.0002869565217391,Average,66.1121858233611
Besim Šerbečić,Aalesunds FK,24,66,71,1200000.0,1000.0,36.66666666666666,0.9295774647887324,5.5e-05,Average,65.8641753381749
Michael Eberwein,Borussia Dortmund II,26,66,69,1100000.0,2000.0,65.0,0.9565217391304348,6e-05,Average,65.89933105483263
Christopher Operi,Le Havre AC,25,66,70,1100000.0,2000.0,55.0,0.9428571428571428,6e-05,Average,65.86504811639196
Franck Elimane Kanouté,FC Sochaux-Montbéliard,23,66,74,1800000.0,4000.0,55.0,0.8918918918918919,3.6666666666666666e-05,Average,65.90914373739949
Antoine Makoumbou,Cagliari,23,66,71,1300000.0,1000.0,55.0,0.9295774647887324,5.076923076923077e-05,Average,65.85389862513094
Quentin Maceiras,BSC Young Boys,26,66,69,1000000.0,6000.0,59.0,0.9565217391304348,6.6e-05,Average,65.94185279917426
Issam Jebali,Odense Boldklub,30,66,66,850000.0,5000.0,66.33333333333333,1.0,7.764705882352942e-05,Average,66.23279702371232
Ivo Daniel F. Mendonça Pinto,Fortuna Sittard,32,66,66,600000.0,4000.0,50.66666666666666,1.0,0.00011,Average,66.21066895381088
Filippo Sgarbi,Perugia,24,66,72,1200000.0,1000.0,29.33333333333333,0.9166666666666666,5.5e-05,Average,65.86059250449975
Mirko Antonucci,Cittadella,23,66,73,1700000.0,950.0,62.66666666666666,0.9041095890410958,3.882352941176471e-05,Average,65.83667519025855
Reno Piscopo,Newcastle Jets,24,66,72,1400000.0,950.0,64.66666666666667,0.9166666666666666,4.714285714285714e-05,Average,65.8031782936628
Rubén González Alves,Racing Santander,27,66,68,900000.0,3000.0,46.0,0.9705882352941176,7.333333333333333e-05,Average,66.0175304340878
Dário Cassia Luís Essugo,Sporting CP,17,66,82,2000000.0,500.0,57.333333333333336,0.8048780487804879,3.3e-05,Average,67.0420834266765
Tino Anjorin,Huddersfield Town,20,66,82,2200000.0,17000.0,64.66666666666667,0.8048780487804879,3e-05,Average,67.10917173504566
Philipp Sander,Holstein Kiel,24,66,70,1200000.0,5000.0,57.66666666666666,0.9428571428571428,5.5e-05,Average,65.90511925484998
Anthony Fontana,Ascoli,22,66,71,1300000.0,1000.0,64.0,0.9295774647887324,5.076923076923077e-05,Average,65.8585279161791
Darko Lemajić,KAA Gent,28,66,66,875000.0,7000.0,71.0,1.0,7.542857142857142e-05,Average,66.28041356955939
Bali Mumba,Plymouth Argyle,20,66,76,1800000.0,8000.0,51.66666666666666,0.868421052631579,3.6666666666666666e-05,Average,66.14400690327477
Nigel Robertha,D.C. United,24,66,72,1400000.0,2000.0,67.66666666666667,0.9166666666666666,4.714285714285714e-05,Average,65.80696082373044
Edgar Babayan,Randers FC,26,66,67,1000000.0,5000.0,60.66666666666666,0.9850746268656716,6.6e-05,Average,66.15893528390674
Théo Luis Fonseca,Futebol Clube de Famalicão,22,66,76,1900000.0,3000.0,68.0,0.868421052631579,3.473684210526316e-05,Average,66.03774183347085
Ufuk Akyol,Antalyaspor,24,66,70,1200000.0,7000.0,57.0,0.9428571428571428,5.5e-05,Average,65.92273358963902
Alex Pearce,AFC Wimbledon,33,66,66,400000.0,4000.0,32.333333333333336,1.0,0.000165,Average,66.2206258122898
Michaël Heylen,FC Emmen,28,66,67,800000.0,3000.0,43.0,0.9850746268656716,8.25e-05,Average,66.13196643855761
Jonathan Buatu Mananga,Valenciennes FC,28,66,68,850000.0,2000.0,50.0,0.9705882352941176,7.764705882352942e-05,Average,65.98327038304217
David Villalba,Mushuc Runa,31,66,66,575000.0,500.0,35.333333333333336,1.0,0.0001147826086956,Average,66.22599241631099
Jimmy Medranda,Seattle Sounders FC,28,66,66,775000.0,2000.0,63.333333333333336,1.0,8.516129032258064e-05,Average,66.25128373667886
Sinan Bakış,FC Andorra,28,66,66,875000.0,3000.0,69.66666666666667,1.0,7.542857142857142e-05,Average,66.24953514531191
Alex Bono,Toronto FC,28,66,66,600000.0,2000.0,24.0,1.0,0.00011,Average,66.31489010981662
Elliott Bennett,Shrewsbury Town,33,66,66,450000.0,3000.0,58.66666666666666,1.0,0.0001466666666666,Average,66.16956368020428
Jason Holt,Livingston FC,29,66,66,725000.0,2000.0,60.66666666666666,1.0,9.103448275862069e-05,Average,66.23616268568796
Anders Hagelskjær,Sarpsborg 08 FF,25,66,70,1100000.0,4000.0,52.0,0.9428571428571428,6e-05,Average,65.88646891584531
Filip Rogić,IK Sirius,29,66,66,825000.0,2000.0,62.66666666666666,1.0,8e-05,Average,66.23321985625506
Simone Aresti,Cagliari,36,66,66,90000.0,800.0,22.666666666666668,1.0,0.0007333333333333,Average,66.15102695781442
Jordi Osei-Tutu,VfL Bochum 1848,23,66,75,1900000.0,7000.0,60.0,0.88,3.473684210526316e-05,Average,65.98403157263465
Jack Simpson,Cardiff City,25,66,70,1100000.0,9000.0,39.66666666666666,0.9428571428571428,6e-05,Average,65.94790573414039
Juan Cruz Kaprof,Club Atlético Central Córdoba,27,66,66,925000.0,5000.0,64.66666666666667,1.0,7.135135135135135e-05,Average,66.29368992508472
Conor Coventry,West Ham United,22,66,75,1900000.0,14000.0,54.0,0.88,3.473684210526316e-05,Average,66.07097470076488
Tom Flanagan,Shrewsbury Town,30,66,66,700000.0,3000.0,30.666666666666668,1.0,9.428571428571429e-05,Average,66.27397499970536
Tito Valencia,Barcelona Sporting Club,31,66,66,625000.0,500.0,64.66666666666667,1.0,0.0001056,Average,66.17829964495672
Anthony Scully,Wigan Athletic,23,66,75,1900000.0,3000.0,63.66666666666666,0.88,3.473684210526316e-05,Average,65.94499643839225
Nick Besler,Real Salt Lake,29,66,66,725000.0,2000.0,46.66666666666666,1.0,9.103448275862069e-05,Average,66.25900147367372
Sondre Rossbach,Vålerenga Fotball,26,66,69,850000.0,1000.0,25.0,0.9565217391304348,7.764705882352942e-05,Average,65.95552171165107
Dimitri Petratos,ATK Mohun Bagan FC,29,66,66,850000.0,1000.0,65.66666666666667,1.0,7.764705882352942e-05,Average,66.22014240717118
Joe Shaughnessy,St. Mirren,29,66,66,725000.0,2000.0,26.0,1.0,9.103448275862069e-05,Average,66.29271587498599
Chang Rae Ha,Pohang Steelers,27,66,69,975000.0,2000.0,28.33333333333333,0.9565217391304348,6.76923076923077e-05,Average,65.93943574088331
Miguel Berry,D.C. United,24,66,70,1200000.0,2000.0,68.66666666666667,0.9428571428571428,5.5e-05,Average,65.86238433267661
Morgan Rogers,Manchester City,19,66,82,2200000.0,17000.0,65.66666666666667,0.8048780487804879,3e-05,Average,67.12685176208566
Erick Perleche,Cienciano,21,66,73,1600000.0,500.0,52.66666666666666,0.9041095890410958,4.125e-05,Average,65.88757296973361
Jhoanner Chávez,Independiente del Valle,20,66,77,1900000.0,500.0,56.66666666666666,0.8571428571428571,3.473684210526316e-05,Average,66.17638716847989
Erik Jirka,FC Viktoria Plzeň,24,66,69,1200000.0,500.0,67.33333333333333,0.9565217391304348,5.5e-05,Average,65.92207210271908
Jürgen Heil,TSV Egger Glas Hartberg,25,66,70,1100000.0,3000.0,62.0,0.9428571428571428,6e-05,Average,65.8618921091273
Adrián Castellano Cobacho,SD Ponferradina,28,66,66,775000.0,3000.0,45.333333333333336,1.0,8.516129032258064e-05,Average,66.28891127938871
Rodrigo Cuba,Sport Boys,30,66,66,725000.0,500.0,48.0,1.0,9.103448275862069e-05,Average,66.22511990187712
Róbert Pich,Legia Warszawa,33,66,66,525000.0,3000.0,64.66666666666667,1.0,0.0001257142857142,Average,66.16001551913419
Ayrthon Quintana,Cienciano,21,66,74,1800000.0,500.0,49.333333333333336,0.8918918918918919,3.6666666666666666e-05,Average,65.92808889325639
Yerson Chacón,Deportivo Táchira FC,19,66,83,2200000.0,500.0,62.66666666666666,0.7951807228915663,3e-05,Average,67.21160012244346
Welliton Edson Helmes Junqueira,Internacional,22,66,66,1000000.0,7000.0,61.66666666666666,1.0,6.6e-05,Average,66.41190746065678
Sascha Mockenhaupt,SV Wehen Wiesbaden,30,66,66,700000.0,3000.0,34.333333333333336,1.0,9.428571428571429e-05,Average,66.26799341237577
Connor Pain,Western United FC,28,66,66,850000.0,1000.0,62.333333333333336,1.0,7.764705882352942e-05,Average,66.24489158287346
Martin Adeline,Stade de Reims,18,66,79,2000000.0,2000.0,59.66666666666666,0.8354430379746836,3.3e-05,Average,66.4889893123325
Nicholas Opoku,Amiens SC,24,66,70,1100000.0,2000.0,42.0,0.9428571428571428,6e-05,Average,65.90556693141772
Nicolás Sosa,Club Atlético River Plate,26,66,69,1100000.0,500.0,67.0,0.9565217391304348,6e-05,Average,65.88367329074237
Kingsley Michael,SV Ried,22,66,74,1900000.0,8000.0,65.66666666666667,0.8918918918918919,3.473684210526316e-05,Average,65.94442752659384
Dennis Jastrzembski,Śląsk Wrocław,22,66,73,1700000.0,3000.0,57.66666666666666,0.9041095890410958,3.882352941176471e-05,Average,65.88108321208523
Maicol Cabrera,Club Atlético Huracán,26,66,68,1100000.0,5000.0,67.0,0.9705882352941176,6e-05,Average,66.01975010373468
Zac MacMath,Real Salt Lake,30,66,66,575000.0,2000.0,28.0,1.0,0.0001147826086956,Average,66.26966204010145
Thibault De Smet,Stade de Reims,24,66,70,1100000.0,5000.0,51.66666666666666,0.9428571428571428,6e-05,Average,65.91458745227882
Daniele Casiraghi,Südtirol,29,66,66,850000.0,1000.0,68.33333333333333,1.0,7.764705882352942e-05,Average,66.21579216184057
Alec Kann,FC Cincinnati,31,66,66,450000.0,2000.0,25.33333333333333,1.0,0.0001466666666666,Average,66.25430109818677
Chang Hoon Kwon,Sangju Sangmu FC,28,66,66,850000.0,2000.0,65.66666666666667,1.0,7.764705882352942e-05,Average,66.24771716293836
Josip Radošević,Brøndby IF,28,66,67,825000.0,5000.0,58.333333333333336,0.9850746268656716,8e-05,Average,66.12355926500422
Filip Stanković,FC Volendam,20,66,77,1600000.0,7000.0,20.33333333333333,0.8571428571428571,4.125e-05,Average,66.28841171114766
George Long,Millwall,28,66,69,800000.0,4000.0,23.666666666666668,0.9565217391304348,8.25e-05,Average,65.94370432914044
Cheikh Sabaly,FC Metz,23,66,73,1700000.0,2000.0,62.333333333333336,0.9041095890410958,3.882352941176471e-05,Average,65.8458955269895
Damil Dankerlui,FC Groningen,25,66,68,975000.0,3000.0,57.0,0.9705882352941176,6.76923076923077e-05,Average,66.03844830110077
Iliass Bel Hassani,RKC Waalwijk,29,66,66,850000.0,3000.0,65.66666666666667,1.0,7.764705882352942e-05,Average,66.23666918062756
Nicolás Bazzana,Delfín Sporting Club,26,66,70,1100000.0,500.0,42.66666666666666,0.9428571428571428,6e-05,Average,65.85346155191479
Gregorio Sierra Pérez,Burgos CF,29,66,67,800000.0,2000.0,53.0,0.9850746268656716,8.25e-05,Average,66.08807826280062
Lucas Pirard,Royale Union Saint-Gilloise,27,66,68,775000.0,4000.0,24.33333333333333,0.9705882352941176,8.516129032258064e-05,Average,66.06073974592093
Cristian Flórez,Sport Boys,27,66,66,825000.0,500.0,47.66666666666666,1.0,8e-05,Average,66.28391764422545
Mattia Zanotti,Inter,19,66,81,1900000.0,7000.0,60.0,0.8148148148148148,3.473684210526316e-05,Average,66.8535701104062
Giuliano Simeone,Real Zaragoza,19,66,79,2000000.0,8000.0,67.66666666666667,0.8354430379746836,3.3e-05,Average,66.50620752767082
Bradley Danger,Rodez Aveyron Football,24,66,72,1200000.0,1000.0,47.0,0.9166666666666666,5.5e-05,Average,65.8317721291844
Toby Sibbick,Heart of Midlothian,23,66,73,1600000.0,2000.0,39.66666666666666,0.9041095890410958,4.125e-05,Average,65.88255275773466
Jacobo González Rodrigáñez,FC Andorra,25,66,67,1000000.0,2000.0,64.66666666666667,0.9850746268656716,6.6e-05,Average,66.14693112476525
Leândro Rossi Pereira,Radomiak Radom,33,66,66,525000.0,2000.0,65.66666666666667,1.0,0.0001257142857142,Average,66.15012079040699
Arthur Zagré,FC Utrecht,20,66,75,1800000.0,8000.0,50.66666666666666,0.88,3.6666666666666666e-05,Average,66.0651350705719
Zhuoxiang Deng,Wuhan Three Towns,33,66,66,525000.0,6000.0,47.333333333333336,1.0,0.0001257142857142,Average,66.21308227396779
Nick Gillekens,KVC Westerlo,26,66,68,800000.0,3000.0,26.0,0.9705882352941176,8.25e-05,Average,66.06914878854136
Felix Lohkemper,1. FC Nürnberg,27,66,67,1000000.0,5000.0,68.0,0.9850746268656716,6.6e-05,Average,66.12766074020857
Omar El Hilali,RCD Espanyol de Barcelona,18,66,78,1900000.0,1000.0,44.333333333333336,0.8461538461538461,3.473684210526316e-05,Average,66.36230914643656
Harry McKirdy,Hibernian,25,66,68,1100000.0,3000.0,64.0,0.9705882352941176,6e-05,Average,66.02742872531422
Christopher Wernitznig,SK Austria Klagenfurt,32,66,66,675000.0,4000.0,67.66666666666667,1.0,9.777777777777778e-05,Average,66.18317603075198
Giovanni Zarfino,Real Sporting de Gijón,30,66,66,725000.0,3000.0,67.66666666666667,1.0,9.103448275862069e-05,Average,66.21369530938429
Fraser Hornby,KV Oostende,22,66,73,1800000.0,7000.0,67.0,0.9041095890410958,3.6666666666666666e-05,Average,65.89923075490591
Lyle Foster,KVC Westerlo,21,66,73,1800000.0,3000.0,68.66666666666667,0.9041095890410958,3.6666666666666666e-05,Average,65.8827696737005
Curtis Thompson,Wycombe Wanderers,28,66,66,850000.0,3000.0,60.0,1.0,7.764705882352942e-05,Average,66.26522482099412
Gonzalo Tapia,Universidad Católica,20,66,78,2100000.0,3000.0,61.333333333333336,0.8461538461538461,3.142857142857143e-05,Average,66.3131200769624
Ipalibo Jack,Strømsgodset IF,24,66,70,1100000.0,1000.0,49.0,0.9428571428571428,6e-05,Average,65.88588415069665
Mo Adams,Al Shabab,25,66,69,1000000.0,8000.0,45.333333333333336,0.9565217391304348,6.6e-05,Average,65.99998594898904
Joseph-Claude Gyau,Degerfors IF,29,66,66,750000.0,1000.0,58.66666666666666,1.0,8.8e-05,Average,66.231241946599
Gary Mackay-Steven,Heart of Midlothian,31,66,66,700000.0,3000.0,62.333333333333336,1.0,9.428571428571429e-05,Average,66.20300446736528
Adrián Butzke Benavides,FC Paços de Ferreira,23,66,72,1400000.0,3000.0,68.66666666666667,0.9166666666666666,4.714285714285714e-05,Average,65.83290423749864
Joel Quintero,CS Emelec,23,66,70,1100000.0,500.0,29.33333333333333,0.9428571428571428,6e-05,Average,65.93314688568486
Mariusz Malec,Pogoń Szczecin,27,66,67,850000.0,3000.0,31.666666666666668,0.9850746268656716,7.764705882352942e-05,Average,66.16992627753424
Victor Jensen,Rosenborg BK,22,66,74,1900000.0,4000.0,60.66666666666666,0.8918918918918919,3.473684210526316e-05,Average,65.91953068967598
Matías Campos,CD Everton de Viña del Mar,28,66,66,875000.0,2000.0,69.33333333333333,1.0,7.542857142857142e-05,Average,66.24181553925004
Jean Franco Fuentes,Metropolitanos de Caracas FC,25,66,71,1100000.0,500.0,37.66666666666666,0.9295774647887324,6e-05,Average,65.83878107920779
Miguel Muñoz Mora,Burgos CF,27,66,67,975000.0,3000.0,58.66666666666666,0.9850746268656716,6.76923076923077e-05,Average,66.1262798617681
Alvino Volpi Neto,Club Atlético Peñarol,29,66,67,650000.0,500.0,28.0,0.9850746268656716,0.0001015384615384,Average,66.11598695083529
David Henen,KV Kortrijk,26,66,67,1000000.0,5000.0,69.33333333333333,0.9850746268656716,6.6e-05,Average,66.14479698658224
Mohamed El Arouch,Olympique Lyonnais,18,66,84,2200000.0,5000.0,59.66666666666666,0.7857142857142857,3e-05,Average,67.50584199207321
Constantin Reiner,Piast Gliwice,24,66,68,975000.0,3000.0,34.333333333333336,0.9705882352941176,6.76923076923077e-05,Average,66.09473675545001
Loïc Mbe Soh,Nottingham Forest,21,66,76,1800000.0,10000.0,31.33333333333333,0.868421052631579,3.6666666666666666e-05,Average,66.17439292833814
Alfie Jones,Hull City,24,66,74,1800000.0,4000.0,41.333333333333336,0.8918918918918919,3.6666666666666666e-05,Average,65.91212737567994
João Miguel Ribeiro Vigário,FC Paços de Ferreira,26,66,69,1000000.0,3000.0,62.66666666666666,0.9565217391304348,6.6e-05,Average,65.91108105166006
Hang Ren,Wuhan Three Towns,33,66,66,400000.0,5000.0,56.66666666666666,1.0,0.000165,Average,66.18919321037609
Luca Langoni,Boca Juniors,19,66,78,2000000.0,3000.0,66.0,0.8461538461538461,3.3e-05,Average,66.32449866210774
Frederik Holst,Lillestrøm SK,27,66,66,900000.0,2000.0,57.66666666666666,1.0,7.333333333333333e-05,Average,66.28023919525174
Daniel Escriche Romero,SD Huesca,24,66,71,1300000.0,3000.0,65.33333333333333,0.9295774647887324,5.076923076923077e-05,Average,65.83425682889222
Luis Ojeda,Club Sol de América,32,66,66,425000.0,500.0,25.0,1.0,0.000155294117647,Average,66.22305846608057
Abdulkerim Çakar,Gazişehir Gaziantep F.K.,21,66,73,1700000.0,5000.0,63.66666666666666,0.9041095890410958,3.882352941176471e-05,Average,65.90713330258671
Stelios Andreou,Royal Charleroi S.C.,19,66,76,1700000.0,2000.0,33.0,0.868421052631579,3.882352941176471e-05,Average,66.14386981469386
Himad Abdelli,Angers SCO,22,66,73,1700000.0,6000.0,62.0,0.9041095890410958,3.882352941176471e-05,Average,65.89880422360756
Seifedin Chabbi,SV Ried,28,66,66,875000.0,4000.0,68.0,1.0,7.542857142857142e-05,Average,66.26051743537172
Élder Santana Conceição,Gil Vicente FC,29,66,66,850000.0,4000.0,69.66666666666667,1.0,7.764705882352942e-05,Average,66.23840719935984
Doke Schmidt,SC Cambuur,30,66,66,725000.0,3000.0,55.0,1.0,9.103448275862069e-05,Average,66.23435897470472
Abdul Manaf Nurudeen,KAS Eupen,23,66,76,1600000.0,2000.0,18.33333333333333,0.868421052631579,4.125e-05,Average,66.09023083329126
Alejandro Cabrera,Club Atlético Banfield,29,66,66,725000.0,5000.0,55.333333333333336,1.0,9.103448275862069e-05,Average,66.26965333653379
