Name,Club,Age,Overall,Potential,Value,Wage,Attack Score,Efficiency,Value Efficiency,Player Level
Jon Russell,Huddersfield Town,21,66,76,1800000.0,4000.0,60.333333333333336,0.868421052631579,3.6666666666666666e-05,Average
Arturo Molina Tornero,Racing Santander,26,66,66,925000.0,3000.0,63.0,1.0,7.135135135135135e-05,Average
David Davis,Forest Green Rovers,31,66,66,600000.0,3000.0,61.333333333333336,1.0,0.00011,Average
Lautaro de León Billar,RC Celta de Vigo,21,66,78,2100000.0,6000.0,65.33333333333333,0.8461538461538461,3.142857142857143e-05,Average
Joan García Pons,RCD Espanyol de Barcelona,21,66,78,1800000.0,3000.0,20.666666666666668,0.8461538461538461,3.6666666666666666e-05,Average
Samuel Careaga,Club Atlético Lanús,20,66,77,1900000.0,4000.0,60.333333333333336,0.8571428571428571,3.473684210526316e-05,Average
Marco Terrazzino,Lechia Gdańsk,31,66,66,700000.0,3000.0,62.666666666666664,1.0,9.428571428571429e-05,Average
Marcelo Silva,Real Salt Lake,33,66,66,400000.0,2000.0,40.0,1.0,0.000165,Average
Benjamin Jeannot,Stade Malherbe Caen,30,66,66,850000.0,3000.0,69.33333333333333,1.0,7.764705882352942e-05,Average
Danny Mayor,Plymouth Argyle,31,66,66,700000.0,4000.0,64.0,1.0,9.428571428571429e-05,Average
Gianni Stensness,Viking FK,23,66,73,1600000.0,1000.0,43.666666666666664,0.9041095890410958,4.125e-05,Average
Sadık Çiftpınar,Kasimpaşa SK,29,66,67,800000.0,4000.0,25.666666666666668,0.9850746268656716,8.25e-05,Average
Karol Mets,FC Zürich,29,66,67,800000.0,5000.0,52.666666666666664,0.9850746268656716,8.25e-05,Average
Manfred Ugalde,FC Twente,20,66,77,1900000.0,3000.0,68.33333333333333,0.8571428571428571,3.473684210526316e-05,Average
Matthias Braunöder,FK Austria Wien,20,66,80,2100000.0,5000.0,49.666666666666664,0.825,3.142857142857143e-05,Average
Francisco Rodríguez,Club Deportivo Jorge Wilstermann,27,66,66,825000.0,500.0,34.0,1.0,8e-05,Average
Lukas Jutkiewicz,Birmingham City,33,66,66,550000.0,11000.0,66.66666666666667,1.0,0.00012,Average
Gary Tello,CD Antofagasta,29,66,66,850000.0,3000.0,56.333333333333336,1.0,7.764705882352942e-05,Average
Romano Perticone,Cittadella,35,66,66,230000.0,700.0,36.333333333333336,1.0,0.0002869565217391304,Average
Francisco Uviedo,Hermanos Colmenarez,26,66,69,1000000.0,500.0,53.0,0.9565217391304348,6.6e-05,Average
Aaron Meijers,Sparta Rotterdam,34,66,66,325000.0,3000.0,59.333333333333336,1.0,0.0002030769230769231,Average
Elhan Kastrati,Cittadella,25,66,71,1000000.0,750.0,21.0,0.9295774647887324,6.6e-05,Average
Jason McCarthy,Wycombe Wanderers,26,66,68,975000.0,3000.0,57.0,0.9705882352941176,6.76923076923077e-05,Average
Valmir Sulejmani,FC Ingolstadt 04,26,66,69,1100000.0,3000.0,67.0,0.9565217391304348,6e-05,Average
Florian Rieder,SK Austria Klagenfurt,26,66,67,1000000.0,4000.0,58.0,0.9850746268656716,6.6e-05,Average
Tobias Christensen,Vålerenga Fotball,22,66,74,1900000.0,2000.0,59.666666666666664,0.8918918918918919,3.473684210526316e-05,Average
Corey Blackett-Taylor,Charlton Athletic,24,66,69,1200000.0,4000.0,58.666666666666664,0.9565217391304348,5.5e-05,Average
Łukasz Sekulski,Wisła Płock,31,66,66,725000.0,2000.0,66.0,1.0,9.103448275862069e-05,Average
Mihai Răduț,FC Voluntari,32,66,66,675000.0,4000.0,62.333333333333336,1.0,9.777777777777778e-05,Average
Mike Frantz,1. FC Saarbrücken,35,66,66,350000.0,2000.0,62.333333333333336,1.0,0.00018857142857142857,Average
Ricardo Rodríguez Gil,Albacete BP,24,66,71,1300000.0,2000.0,61.666666666666664,0.9295774647887324,5.076923076923077e-05,Average
Santiago Martínez,Cerro Largo Fútbol Club,30,66,66,725000.0,500.0,48.333333333333336,1.0,9.103448275862069e-05,Average
Yong Hwan Kim,Pohang Steelers,29,66,66,750000.0,2000.0,49.333333333333336,1.0,8.8e-05,Average
Imanol Machuca,Unión de Santa Fe,22,66,75,1900000.0,4000.0,56.333333333333336,0.88,3.473684210526316e-05,Average
Kerim Çalhanoğlu,FC Schalke 04,19,66,78,1900000.0,3000.0,55.333333333333336,0.8461538461538461,3.473684210526316e-05,Average
Charles Vélez,Delfín Sporting Club,29,66,66,725000.0,500.0,59.0,1.0,9.103448275862069e-05,Average
Alexander Jallow,Brescia,24,66,71,1200000.0,1000.0,54.666666666666664,0.9295774647887324,5.5e-05,Average
Sondre Sørli,FK Bodø/Glimt,26,66,67,1000000.0,2000.0,60.0,0.9850746268656716,6.6e-05,Average
Gustav Berggren,Raków Częstochowa,24,66,71,1200000.0,3000.0,51.666666666666664,0.9295774647887324,5.5e-05,Average
Malcolm Cacutalua,1. FC Magdeburg,27,66,67,850000.0,4000.0,44.333333333333336,0.9850746268656716,7.764705882352942e-05,Average
Paweł Stolarski,Pogoń Szczecin,26,66,69,1000000.0,3000.0,55.333333333333336,0.9565217391304348,6.6e-05,Average
Angelo Corsi,Cosenza,33,66,66,525000.0,1000.0,60.666666666666664,1.0,0.00012571428571428572,Average
Maudo Lamine Jarjué,IF Elfsborg,24,66,72,1200000.0,1000.0,32.0,0.9166666666666666,5.5e-05,Average
Mathieu Choinière,Club de Foot Montréal,23,66,70,1200000.0,2000.0,61.666666666666664,0.9428571428571428,5.5e-05,Average
Rodrigo F. Conceição,FC Porto,22,66,73,1600000.0,3000.0,50.666666666666664,0.9041095890410958,4.125e-05,Average
Cristhian Mosquera Ibargüen,Valencia CF,18,66,82,2000000.0,2000.0,37.333333333333336,0.8048780487804879,3.3e-05,Average
Josh Sheehan,Bolton Wanderers,27,66,66,900000.0,4000.0,57.0,1.0,7.333333333333333e-05,Average
Pengfei Xie,Wuhan Three Towns,29,66,66,850000.0,6000.0,62.0,1.0,7.764705882352942e-05,Average
Jostein Gundersen,Tromsø IL,26,66,68,925000.0,2000.0,46.333333333333336,0.9705882352941176,7.135135135135135e-05,Average
Troy Parrott,Preston North End,20,66,80,2100000.0,17000.0,66.33333333333333,0.825,3.142857142857143e-05,Average
Gabriel Simion,Universitatea Cluj,24,66,71,1200000.0,2000.0,48.666666666666664,0.9295774647887324,5.5e-05,Average
Martin Koscelnik,SK Rapid Wien,27,66,67,900000.0,8000.0,57.333333333333336,0.9850746268656716,7.333333333333333e-05,Average
Santiago Echeverría,Club Deportivo Jorge Wilstermann,32,66,66,550000.0,500.0,24.0,1.0,0.00012,Average
Haashim Domingo,Mamelodi Sundowns FC,26,66,67,1000000.0,500.0,62.333333333333336,0.9850746268656716,6.6e-05,Average
Adão Douglas Morrinhos Paes,Fluminense,30,66,66,850000.0,7000.0,69.33333333333333,1.0,7.764705882352942e-05,Average
Sondre Solholm Johansen,Motherwell,26,66,69,1000000.0,2000.0,37.333333333333336,0.9565217391304348,6.6e-05,Average
Renê Ferreira dos Santos,Al Raed,30,66,66,700000.0,6000.0,46.0,1.0,9.428571428571429e-05,Average
Yoël Armougom,FC Sochaux-Montbéliard,24,66,71,1200000.0,2000.0,50.666666666666664,0.9295774647887324,5.5e-05,Average
Noah Fadiga,Stade Brestois 29,22,66,77,1800000.0,5000.0,56.333333333333336,0.8571428571428571,3.6666666666666666e-05,Average
Romain Spano,FC Annecy,27,66,67,1000000.0,2000.0,66.66666666666667,0.9850746268656716,6.6e-05,Average
Rangelo Janga,CFR Cluj,30,66,66,850000.0,6000.0,67.33333333333333,1.0,7.764705882352942e-05,Average
Martín Rodríguez,Club Nacional de Football,32,66,66,425000.0,500.0,21.333333333333332,1.0,0.00015529411764705884,Average
Marcos Montiel,Club Atlético River Plate,26,66,69,1000000.0,500.0,52.333333333333336,0.9565217391304348,6.6e-05,Average
Ștefan Vlădoiu,Universitatea Cluj,23,66,70,1100000.0,4000.0,34.333333333333336,0.9428571428571428,6e-05,Average
Cristian Salvador González,SD Huesca,27,66,69,975000.0,3000.0,57.333333333333336,0.9565217391304348,6.76923076923077e-05,Average
Dominic Baumann,FSV Zwickau,27,66,67,1000000.0,1000.0,69.33333333333333,0.9850746268656716,6.6e-05,Average
Joe Ironside,Cambridge United,28,66,66,875000.0,3000.0,67.0,1.0,7.542857142857142e-05,Average
Paul Digby,Cambridge United,27,66,66,800000.0,3000.0,54.0,1.0,8.25e-05,Average
Kévin Denkey,KSV Cercle Brugge,21,66,75,1900000.0,4000.0,69.0,0.88,3.473684210526316e-05,Average
Patrick Erras,Holstein Kiel,27,66,67,875000.0,6000.0,44.0,0.9850746268656716,7.542857142857142e-05,Average
Riku Riski,HJK Helsinki,32,66,66,675000.0,500.0,65.0,1.0,9.777777777777778e-05,Average
Francisco Grahl,Club Atlético Central Córdoba,30,66,66,825000.0,4000.0,56.333333333333336,1.0,8e-05,Average
Facundo Cambeses,Club Atlético Banfield,25,66,71,1000000.0,3000.0,25.0,0.9295774647887324,6.6e-05,Average
Alejo Antilef,Arsenal de Sarandí,23,66,73,1700000.0,3000.0,64.66666666666667,0.9041095890410958,3.882352941176471e-05,Average
Andrei Chindriș,AFC UTA Arad,23,66,71,1200000.0,2000.0,35.333333333333336,0.9295774647887324,5.5e-05,Average
Nene Dorgeles,KVC Westerlo,19,66,80,2000000.0,5000.0,64.33333333333333,0.825,3.3e-05,Average
Jack Bonham,Stoke City,28,66,68,725000.0,7000.0,27.666666666666668,0.9705882352941176,9.103448275862069e-05,Average
Roope Riski,HJK Helsinki,30,66,66,850000.0,500.0,67.66666666666667,1.0,7.764705882352942e-05,Average
Abdullah Madu,Al Nassr,28,66,67,800000.0,10000.0,28.333333333333332,0.9850746268656716,8.25e-05,Average
Ziyad Al Sahafi,Al Taawoun,28,66,68,850000.0,10000.0,56.666666666666664,0.9705882352941176,7.764705882352942e-05,Average
Giuseppe Mastinu,Pisa,30,66,66,825000.0,2000.0,66.66666666666667,1.0,8e-05,Average
Josh Dacres-Cogley,Tranmere Rovers,26,66,67,925000.0,5000.0,54.333333333333336,0.9850746268656716,7.135135135135135e-05,Average
Guillermo Viscarra,Club The Strongest,29,66,67,650000.0,500.0,19.0,0.9850746268656716,0.00010153846153846155,Average
Jin Ya Kim,FC Seoul,24,66,72,1300000.0,2000.0,58.0,0.9166666666666666,5.076923076923077e-05,Average
Kays Ruiz-Atil,AJ Auxerre,19,66,78,2000000.0,3000.0,57.666666666666664,0.8461538461538461,3.3e-05,Average
Rafał Pietrzak,Lechia Gdańsk,30,66,66,725000.0,3000.0,60.666666666666664,1.0,9.103448275862069e-05,Average
Roli Pereira de Sa,FC Sochaux-Montbéliard,25,66,68,1100000.0,2000.0,59.666666666666664,0.9705882352941176,6e-05,Average
Kean Bryan,West Bromwich Albion,25,66,70,1100000.0,9000.0,54.666666666666664,0.9428571428571428,6e-05,Average
Samir Ramizi,FC Winterthur,30,66,66,825000.0,3000.0,62.0,1.0,8e-05,Average
Jakob Busk,1. FC Union Berlin,28,66,66,600000.0,7000.0,23.0,1.0,0.00011,Average
Rodrigo Duarte Ribeiro,Sporting CP,17,66,84,2100000.0,850.0,66.0,0.7857142857142857,3.142857142857143e-05,Average
Barış Alper Yılmaz,Galatasaray SK,22,66,72,1400000.0,15000.0,64.0,0.9166666666666666,4.714285714285714e-05,Average
Jae Hee Jeong,Pohang Steelers,28,66,66,850000.0,3000.0,64.66666666666667,1.0,7.764705882352942e-05,Average
Mamadou Thiam,Universitatea Cluj,27,66,66,900000.0,2000.0,64.33333333333333,1.0,7.333333333333333e-05,Average
Motaz Hawsawi,Al Taawoun,30,66,66,700000.0,7000.0,44.0,1.0,9.428571428571429e-05,Average
Josh Sims,Ross County FC,25,66,68,1100000.0,2000.0,62.666666666666664,0.9705882352941176,6e-05,Average
Kacper Chodyna,Zagłębie Lubin,23,66,73,1700000.0,3000.0,57.333333333333336,0.9041095890410958,3.882352941176471e-05,Average
Walberto Caicedo,9 de Octubre,29,66,66,850000.0,500.0,67.66666666666667,1.0,7.764705882352942e-05,Average
Elías López,Godoy Cruz,21,66,73,1600000.0,3000.0,54.0,0.9041095890410958,4.125e-05,Average
Danijel Zagorac,Dinamo Zagreb,35,66,66,90000.0,500.0,24.666666666666668,1.0,0.0007333333333333333,Average
Sigurd Rosted,Brøndby IF,27,66,66,800000.0,4000.0,51.0,1.0,8.25e-05,Average
Fernando Román Villalba,Club Atlético Aldosivi,23,66,74,1800000.0,3000.0,48.666666666666664,0.8918918918918919,3.6666666666666666e-05,Average
Stefano Turati,Frosinone,20,66,78,1800000.0,4000.0,22.0,0.8461538461538461,3.6666666666666666e-05,Average
Sven Nieuwpoort,Excelsior,29,66,66,725000.0,2000.0,38.333333333333336,1.0,9.103448275862069e-05,Average
Thabang Monare,Orlando Pirates,32,66,66,675000.0,500.0,64.0,1.0,9.777777777777778e-05,Average
Víctor García Marín,Śląsk Wrocław,28,66,66,775000.0,3000.0,51.666666666666664,1.0,8.516129032258064e-05,Average
Sebastian Nachreiner,SSV Jahn Regensburg,33,66,66,400000.0,4000.0,26.333333333333332,1.0,0.000165,Average
Mamadou Sangare,SV Zulte Waregem,20,66,78,2100000.0,6000.0,63.333333333333336,0.8461538461538461,3.142857142857143e-05,Average
Mauricio Pineda,Chicago Fire Football Club,24,66,75,1800000.0,2000.0,36.0,0.88,3.6666666666666666e-05,Average
Fernando Cardozo,Club Olimpia,21,66,75,1900000.0,500.0,66.0,0.88,3.473684210526316e-05,Average
Levent Gülen,Miedź Legnica,28,66,68,850000.0,2000.0,36.333333333333336,0.9705882352941176,7.764705882352942e-05,Average
Ivan Lepinjica,DSC Arminia Bielefeld,22,66,73,1600000.0,5000.0,50.0,0.9041095890410958,4.125e-05,Average
Ryan Flamingo,Vitesse,19,66,78,1900000.0,4000.0,61.0,0.8461538461538461,3.473684210526316e-05,Average
Mathieu Gorgelin,Le Havre AC,31,66,66,450000.0,2000.0,25.666666666666668,1.0,0.00014666666666666666,Average
Juan Aguilar,Guaireña FC,33,66,66,425000.0,500.0,46.333333333333336,1.0,0.00015529411764705884,Average
Bruno Sepúlveda,Barracas Central,29,66,66,850000.0,4000.0,70.66666666666667,1.0,7.764705882352942e-05,Average
Christopher Rocchia,Dijon FCO,24,66,70,1100000.0,2000.0,56.0,0.9428571428571428,6e-05,Average
Quentin Braat,Real Oviedo,24,66,71,1000000.0,2000.0,21.333333333333332,0.9295774647887324,6.6e-05,Average
José Leudo,Rosario Central,28,66,66,750000.0,5000.0,60.666666666666664,1.0,8.8e-05,Average
Jordan Archer,Queens Park Rangers,29,66,68,700000.0,8000.0,25.666666666666668,0.9705882352941176,9.428571428571429e-05,Average
Edwin Rivera,Club Always Ready,32,66,66,675000.0,500.0,58.666666666666664,1.0,9.777777777777778e-05,Average
Abdoulie Sanyang,Grenoble Foot 38,23,66,74,1900000.0,2000.0,61.333333333333336,0.8918918918918919,3.473684210526316e-05,Average
John Brayford,Burton Albion,34,66,66,275000.0,2000.0,51.0,1.0,0.00024,Average
Stéphane Oméonga,Livingston FC,26,66,67,1000000.0,2000.0,55.333333333333336,0.9850746268656716,6.6e-05,Average
Mateusz Mak,PGE FKS Stal Mielec,30,66,66,825000.0,1000.0,66.33333333333333,1.0,8e-05,Average
Thijmen Goppel,SV Wehen Wiesbaden,25,66,68,1100000.0,3000.0,58.0,0.9705882352941176,6e-05,Average
Bogdan Rusu,FCSB (Steaua),32,66,66,700000.0,6000.0,68.33333333333333,1.0,9.428571428571429e-05,Average
Bjørn Paulsen,Odense Boldklub,30,66,66,700000.0,4000.0,59.333333333333336,1.0,9.428571428571429e-05,Average
Oğuz Gürbulak,Ümraniyespor,29,66,66,825000.0,5000.0,66.0,1.0,8e-05,Average
Nicolò Manfredini,Benevento,34,66,66,150000.0,1000.0,24.333333333333332,1.0,0.00044,Average
Mario Engels,Sparta Rotterdam,28,66,66,875000.0,4000.0,66.33333333333333,1.0,7.542857142857142e-05,Average
Moutir Chajia,Como,24,66,72,1400000.0,1000.0,56.333333333333336,0.9166666666666666,4.714285714285714e-05,Average
Jesús Daniel Bueno Áñez,Philadelphia Union,23,66,72,1200000.0,2000.0,47.666666666666664,0.9166666666666666,5.5e-05,Average
Morgan Poaty,Seraing,24,66,70,1100000.0,4000.0,52.0,0.9428571428571428,6e-05,Average
Maxime Bernauer,Paris FC,24,66,73,1600000.0,2000.0,50.666666666666664,0.9041095890410958,4.125e-05,Average
Hanchao Yu,Shanghai Shenhua FC,35,66,66,350000.0,3000.0,63.333333333333336,1.0,0.00018857142857142857,Average
Marco Carrasco,C.D. Universidad Católica del Ecuador,29,66,66,750000.0,500.0,50.666666666666664,1.0,8.8e-05,Average
Matheus Rossetto,Atlanta United,26,66,67,1000000.0,3000.0,61.0,0.9850746268656716,6.6e-05,Average
Valerio Mantovani,Ternana,26,66,70,1100000.0,7000.0,28.666666666666668,0.9428571428571428,6e-05,Average
Darío Poveda Romera,UD Ibiza,25,66,71,1300000.0,8000.0,67.66666666666667,0.9295774647887324,5.076923076923077e-05,Average
Andrei Vlad,FCSB (Steaua),23,66,71,1000000.0,3000.0,27.666666666666668,0.9295774647887324,6.6e-05,Average
Dun Ba,Tianjin Jinmen Tiger FC,26,66,66,925000.0,3000.0,61.666666666666664,1.0,7.135135135135135e-05,Average
Pablo Iñiguez de Heredia,Villarreal Club de Fútbol B,28,66,68,850000.0,2000.0,45.333333333333336,0.9705882352941176,7.764705882352942e-05,Average
Jhonathan Ramis,Cerro Largo Fútbol Club,32,66,66,700000.0,500.0,65.0,1.0,9.428571428571429e-05,Average
Chengdong Zhang,Beijing Guoan FC,33,66,66,400000.0,5000.0,70.33333333333333,1.0,0.000165,Average
Richárd Magyar,Hammarby IF,31,66,66,575000.0,2000.0,37.0,1.0,0.00011478260869565218,Average
Ja Cheol Koo,Jeju United FC,33,66,66,525000.0,3000.0,65.0,1.0,0.00012571428571428572,Average
Mario Gargiulo,Modena,26,66,68,1100000.0,1000.0,58.666666666666664,0.9705882352941176,6e-05,Average
Luis Ramírez,Caracas Fútbol Club,24,66,70,1200000.0,500.0,58.333333333333336,0.9428571428571428,5.5e-05,Average
Ángel Fortuño Viñas,RCD Espanyol de Barcelona,20,66,74,1600000.0,3000.0,21.0,0.8918918918918919,4.125e-05,Average
Lander Olaetxea,Albacete BP,29,66,66,825000.0,3000.0,69.0,1.0,8e-05,Average
Phillip Menzel,SK Austria Klagenfurt,23,66,72,1100000.0,2000.0,21.0,0.9166666666666666,6e-05,Average
Raul Opruț,AFC Hermannstadt,24,66,72,1300000.0,2000.0,44.333333333333336,0.9166666666666666,5.076923076923077e-05,Average
Naouirou Ahamada,VfB Stuttgart,20,66,78,2100000.0,5000.0,55.666666666666664,0.8461538461538461,3.142857142857143e-05,Average
Chao Gu,Zhejiang Professional FC,32,66,66,425000.0,3000.0,27.0,1.0,0.00015529411764705884,Average
Pape Ibnou Ba,Pau FC,29,66,66,850000.0,3000.0,67.66666666666667,1.0,7.764705882352942e-05,Average
Antonios Papadopoulos,Borussia Dortmund II,22,66,75,1800000.0,1000.0,30.666666666666668,0.88,3.6666666666666666e-05,Average
Dion Charles,Bolton Wanderers,26,66,69,1100000.0,5000.0,67.0,0.9565217391304348,6e-05,Average
Christophe Psyché,Tromsø IL,33,66,66,400000.0,2000.0,44.0,1.0,0.000165,Average
Valentin Antov,AC Monza,21,66,77,1800000.0,8000.0,38.333333333333336,0.8571428571428571,3.6666666666666666e-05,Average
Soner Dikmen,İttifak Holding Konyaspor,28,66,66,750000.0,5000.0,42.666666666666664,1.0,8.8e-05,Average
Mirko Tomianovic,Royal Pari,20,66,74,1900000.0,500.0,63.0,0.8918918918918919,3.473684210526316e-05,Average
Kwang Min Ko,FC Seoul,33,66,66,450000.0,2000.0,61.333333333333336,1.0,0.00014666666666666666,Average
Jhojan Valencia,Austin FC,25,66,71,1100000.0,2000.0,54.666666666666664,0.9295774647887324,6e-05,Average
José Carlos Cracco Neto,Houston Dynamo,28,66,66,775000.0,2000.0,55.0,1.0,8.516129032258064e-05,Average
Aron Sigurðarson,AC Horsens,28,66,66,850000.0,4000.0,62.666666666666664,1.0,7.764705882352942e-05,Average
Oliver Villadsen,FC Nordsjælland,20,66,75,1800000.0,3000.0,56.0,0.88,3.6666666666666666e-05,Average
Jacob Karlstrøm,Molde FK,25,66,72,1100000.0,2000.0,21.0,0.9166666666666666,6e-05,Average
Michael Duffy,Derry City,27,66,66,900000.0,1000.0,60.333333333333336,1.0,7.333333333333333e-05,Average
Juan Cornejo,CD Antofagasta,32,66,66,550000.0,2000.0,62.333333333333336,1.0,0.00012,Average
George Byers,Sheffield Wednesday,26,66,68,1100000.0,5000.0,60.666666666666664,0.9705882352941176,6e-05,Average
Christian Capone,Südtirol,23,66,74,1900000.0,12000.0,59.666666666666664,0.8918918918918919,3.473684210526316e-05,Average
Alfio Oviedo,Club Cerro Porteño,26,66,69,1100000.0,500.0,68.0,0.9565217391304348,6e-05,Average
Zakhele Lepasa,Orlando Pirates,25,66,71,1300000.0,500.0,70.0,0.9295774647887324,5.076923076923077e-05,Average
Matheus Barcelos da Silva,Santa Clara,24,66,71,1300000.0,2000.0,70.0,0.9295774647887324,5.076923076923077e-05,Average
Justin Che,TSG Hoffenheim,18,66,82,2100000.0,700.0,34.0,0.8048780487804879,3.142857142857143e-05,Average
Tatsuya Itō,1. FC Magdeburg,25,66,69,1100000.0,5000.0,52.333333333333336,0.9565217391304348,6e-05,Average
Nelson Cabrera,Club Always Ready,39,66,66,150000.0,500.0,42.333333333333336,1.0,0.00044,Average
Joel Castro Pereira,RKC Waalwijk,26,66,70,925000.0,2000.0,25.0,0.9428571428571428,7.135135135135135e-05,Average
George Moncur,Leyton Orient,28,66,66,850000.0,5000.0,63.333333333333336,1.0,7.764705882352942e-05,Average
José Bolívar,Sport Boys,22,66,73,1600000.0,500.0,60.0,0.9041095890410958,4.125e-05,Average
Iván Martínez Gonzálvez,CA Osasuna,23,66,73,1700000.0,7000.0,65.66666666666667,0.9041095890410958,3.882352941176471e-05,Average
Callum Connolly,Blackpool,24,66,71,1200000.0,3000.0,56.0,0.9295774647887324,5.5e-05,Average
Jordan Thorniley,Blackpool,25,66,72,1200000.0,4000.0,35.333333333333336,0.9166666666666666,5.5e-05,Average
Tomáš Huk,Piast Gliwice,27,66,67,850000.0,3000.0,33.0,0.9850746268656716,7.764705882352942e-05,Average
Igor Kharatin,Legia Warszawa,27,66,66,800000.0,3000.0,59.0,1.0,8.25e-05,Average
Malik Tillman,Rangers FC,20,66,83,2200000.0,10000.0,66.66666666666667,0.7951807228915663,3e-05,Average
Miro Tenho,HJK Helsinki,27,66,69,975000.0,500.0,26.666666666666668,0.9565217391304348,6.76923076923077e-05,Average
Gonzalo González,Delfín Sporting Club,28,66,66,750000.0,500.0,56.0,1.0,8.8e-05,Average
Marcus Browne,Oxford United,24,66,70,1200000.0,4000.0,60.333333333333336,0.9428571428571428,5.5e-05,Average
Youssef Chermiti,Sporting CP,18,66,79,2000000.0,2000.0,64.33333333333333,0.8354430379746836,3.3e-05,Average
Vitus Eicher,1. FC Heidenheim 1846,31,66,66,450000.0,5000.0,24.0,1.0,0.00014666666666666666,Average
Dimitar Velkovski,KSV Cercle Brugge,27,66,67,900000.0,4000.0,54.666666666666664,0.9850746268656716,7.333333333333333e-05,Average
Yo Han Go,FC Seoul,34,66,66,400000.0,3000.0,61.666666666666664,1.0,0.000165,Average
Walter Araujo,Metropolitanos de Caracas FC,26,66,67,1000000.0,500.0,68.0,0.9850746268656716,6.6e-05,Average
Kamil Drygas,Pogoń Szczecin,30,66,66,825000.0,3000.0,65.66666666666667,1.0,8e-05,Average
Dairon Asprilla,Portland Timbers,30,66,66,825000.0,3000.0,68.66666666666667,1.0,8e-05,Average
Peter Kioso,Rotherham United,22,66,73,1600000.0,4000.0,51.0,0.9041095890410958,4.125e-05,Average
Thomas Meißner,F.C. Hansa Rostock,31,66,66,575000.0,4000.0,36.666666666666664,1.0,0.00011478260869565218,Average
Sidy Sarr,GD Chaves,26,66,70,1100000.0,2000.0,64.0,0.9428571428571428,6e-05,Average
Julius Kade,SG Dynamo Dresden,23,66,73,1700000.0,3000.0,54.333333333333336,0.9041095890410958,3.882352941176471e-05,Average
Adil Auassar,Sparta Rotterdam,35,66,66,230000.0,2000.0,64.66666666666667,1.0,0.0002869565217391304,Average
Besim Šerbečić,Aalesunds FK,24,66,71,1200000.0,1000.0,36.666666666666664,0.9295774647887324,5.5e-05,Average
Michael Eberwein,Borussia Dortmund II,26,66,69,1100000.0,2000.0,65.0,0.9565217391304348,6e-05,Average
Christopher Operi,Le Havre AC,25,66,70,1100000.0,2000.0,55.0,0.9428571428571428,6e-05,Average
Franck Elimane Kanouté,FC Sochaux-Montbéliard,23,66,74,1800000.0,4000.0,55.0,0.8918918918918919,3.6666666666666666e-05,Average
Antoine Makoumbou,Cagliari,23,66,71,1300000.0,1000.0,55.0,0.9295774647887324,5.076923076923077e-05,Average
Quentin Maceiras,BSC Young Boys,26,66,69,1000000.0,6000.0,59.0,0.9565217391304348,6.6e-05,Average
Issam Jebali,Odense Boldklub,30,66,66,850000.0,5000.0,66.33333333333333,1.0,7.764705882352942e-05,Average
Ivo Daniel F. Mendonça Pinto,Fortuna Sittard,32,66,66,600000.0,4000.0,50.666666666666664,1.0,0.00011,Average
Filippo Sgarbi,Perugia,24,66,72,1200000.0,1000.0,29.333333333333332,0.9166666666666666,5.5e-05,Average
Mirko Antonucci,Cittadella,23,66,73,1700000.0,950.0,62.666666666666664,0.9041095890410958,3.882352941176471e-05,Average
Reno Piscopo,Newcastle Jets,24,66,72,1400000.0,950.0,64.66666666666667,0.9166666666666666,4.714285714285714e-05,Average
Rubén González Alves,Racing Santander,27,66,68,900000.0,3000.0,46.0,0.9705882352941176,7.333333333333333e-05,Average
Dário Cassia Luís Essugo,Sporting CP,17,66,82,2000000.0,500.0,57.333333333333336,0.8048780487804879,3.3e-05,Average
Tino Anjorin,Huddersfield Town,20,66,82,2200000.0,17000.0,64.66666666666667,0.8048780487804879,3e-05,Average
Philipp Sander,Holstein Kiel,24,66,70,1200000.0,5000.0,57.666666666666664,0.9428571428571428,5.5e-05,Average
Anthony Fontana,Ascoli,22,66,71,1300000.0,1000.0,64.0,0.9295774647887324,5.076923076923077e-05,Average
Darko Lemajić,KAA Gent,28,66,66,875000.0,7000.0,71.0,1.0,7.542857142857142e-05,Average
Bali Mumba,Plymouth Argyle,20,66,76,1800000.0,8000.0,51.666666666666664,0.868421052631579,3.6666666666666666e-05,Average
Nigel Robertha,D.C. United,24,66,72,1400000.0,2000.0,67.66666666666667,0.9166666666666666,4.714285714285714e-05,Average
Edgar Babayan,Randers FC,26,66,67,1000000.0,5000.0,60.666666666666664,0.9850746268656716,6.6e-05,Average
Théo Luis Fonseca,Futebol Clube de Famalicão,22,66,76,1900000.0,3000.0,68.0,0.868421052631579,3.473684210526316e-05,Average
Ufuk Akyol,Antalyaspor,24,66,70,1200000.0,7000.0,57.0,0.9428571428571428,5.5e-05,Average
Alex Pearce,AFC Wimbledon,33,66,66,400000.0,4000.0,32.333333333333336,1.0,0.000165,Average
Michaël Heylen,FC Emmen,28,66,67,800000.0,3000.0,43.0,0.9850746268656716,8.25e-05,Average
Jonathan Buatu Mananga,Valenciennes FC,28,66,68,850000.0,2000.0,50.0,0.9705882352941176,7.764705882352942e-05,Average
David Villalba,Mushuc Runa,31,66,66,575000.0,500.0,35.333333333333336,1.0,0.00011478260869565218,Average
Jimmy Medranda,Seattle Sounders FC,28,66,66,775000.0,2000.0,63.333333333333336,1.0,8.516129032258064e-05,Average
Sinan Bakış,FC Andorra,28,66,66,875000.0,3000.0,69.66666666666667,1.0,7.542857142857142e-05,Average
